issuer_code,official_listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,share_registry,share_registry_telephone,,,,,,,,,,
VGL,11/8/14,Software & Services,Yes,http://www.vistagroup.co.nz,"Level 3, 60 Khyber Pass Road, ., NEWTON, ., NEW ZEALAND, 1023",+64 9984 4570,NA,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
VTG,2/11/05,Retailing,No,http://www.vitagroup.com.au,"Level 3, Vita Place, 77 Hudson Road, ALBION, QLD, AUSTRALIA, 4010",(07) 3868 6000,(07) 3630 0670,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
VLS,23/8/07,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.vitalifesciences.com,"Unit 1, 102 Bath Road, KIRRAWEE, NSW, AUSTRALIA, 2232",61 2 95452633,61 2 95451311,"NEXTREGISTRIES
                    Level 16, 1 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",,,,,,,,,,,
VML,11/10/05,Materials,No,http://www.vitalmetals.com.au/,"Suite 6, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9436 9644,+61 8 6166 0261,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VTH,1/8/18,Real Estate,No,http://www.vitalharvest.com.au,"Level 18,, 123 Pitt Street,, SYDNEY, NSW, AUSTRALIA, 2000",1300 117 902,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
VEA,13/7/18,Energy,No,http://www.vivaenergy.com.au/,"Level 16, 720 Bourke Street, DOCKLANDS, VIC, AUSTRALIA, 3008",03 8823 4444,-,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
VVA,7/6/19,Consumer Services,No,https://www.vivaleisure.com.au,"OF, Unit 7 Level 1, 141 Flemington Road, MITCHELL, ACT, AUSTRALIA, 2911",(02) 6163 8011,(02) 6163 4088,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
VIV,4/2/08,Capital Goods,No,http://www.vividtechnology.com.au,"Level 2E, 53 Victoria Harbour Promenade, DOCKLANDS, VIC, AUSTRALIA, 3008",61 3 8625 0500,61 3 9629 1624,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
VMT,31/1/02,Automobiles & Components,No,http://www.vmoto.com,"Suite 5, 62 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9226 3865,+61 8 9322 5230,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
VOC,10/6/99,Telecommunication Services,No,http://www.vocusgroup.com.au,"Level 10, 452 Flinders St, MELBOURNE, VIC, AUSTRALIA, 3000",03 9923 3000,03 9674 6599,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
VPG,22/3/18,Not Applic,No,,"., ., ., ., ., AUSTRALIA, .",TBA,-,"AUSTRACLEAR SERVICES LIMITED
                    20 BRIDGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9256 0689,,,,,,,,,,
VHT,27/4/16,Health Care Equipment & Services,No,http://volparasolutions.com,"Level 14-15, 40 Mercer Street, Wellington City, WELLINGTON, ., NEW ZEALAND, 6011",00 64 24 499 6029,00 64 24 499 6029,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
VPR,18/4/91,Utilities,No,http://www.voltpower.com.au,"Unit B9, 431 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",(08) 9437 4966,(08) 9430 7522,"LINK MARKET SERVICES LIMITED
                    LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
VRC,19/12/03,Materials,No,http://www.voltresources.com,"Level 25, Suite 10, 108 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9486 7788,+61 8 9262 3723,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
VN8,13/6/18,Telecommunication Services,No,http://www.vonex.com.au/,"Level 8, 99 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",08 9486 4036,08 9486 4799,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
VOR,8/8/01,Software & Services,No,http://www.tsnltd.com.au,"Unit 8-9, 88 Forrest Street, COTTESLOE, WA, AUSTRALIA, 6011",08 9259 1592,08 9463 1426,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
VPC,28/7/11,Not Applic,No,http://www.vpcllimited.com.au,"Unit 36, 38 Manchester Lane, MELBOURNE, VIC, AUSTRALIA, 3000",07 5448 7088,08 6166 0261,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
VRX,24/2/11,Materials,No,http://www.vrxsilica.com.au,"Level 1, 6 Thelma Street, PO Box 1925, WEST PERTH   WA 6872, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9226 3780,(08) 9226 3764,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
VUL,30/5/18,Materials,No,http://www.v-er.com/,"Level 11, Brookfield Place, 125 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",08 6189 8767,-,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
VYS,14/12/07,Materials,No,https://www.vysarn.com.au/,"108 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9486 7244,(08) 9463 6373,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
WGN,8/12/17,Materials,No,http://www.wagner.com.au,"11 Ballera Court, 1511 Toowoomba Cecil Plains Road, WELLCAMP, QLD, AUSTRALIA, 4350",(07) 4637 7777,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
WKT,7/11/06,Materials,No,http://www.wkt.com.au,"Level 3, 681 Murray Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6298 7500,+61 8 6298 7501,,,,,,,,,,,,
WAA,11/1/08,Not Applic,No,http://www.wamfunds.com.au/,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 6755,(02) 9247 6855,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
WAM,12/8/99,Not Applic,No,http://www.wamfunds.com.au/,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 6755,(02) 9247 6855,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
WGB,22/6/18,Not Applic,No,http://www.wilsonassetmanagement.com.au,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9247 6755,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
WLE,30/5/16,Not Applic,No,http://www.wamfunds.com.au,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 6755,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
WMI,28/6/17,Not Applic,No,http://www.wilsonassetmanagement.com.au/lic/wam-microcap,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 6755,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
WAX,19/8/03,Not Applic,No,http://www.wamfunds.com.au/,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9247 6755,02 9247 6855,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
WJA,8/9/00,Software & Services,No,http://www.wameja.com,"C/o Simpsons Solicitors, Level 2, Pier 8/9, 23 Hickson Road, MILLERS POINT, NSW, AUSTRALIA, 2000",+61 2 8014 5060,+61 2 8014 5060,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
WGO,12/12/07,Energy,No,https://www.warregoenergy.com/,"Level 6, 10 Bridge Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9254 9000,02 9037 2249,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
SOL,31/7/62,Energy,No,http://www.whsp.com.au/,"Level 14, 151 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9210 7070,(02) 9210 7077,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
WAT,23/3/89,Consumer Durables & Apparel,No,http://www.waterco.com,"36 South Street, RYDALMERE, NSW, AUSTRALIA, 2116",(02) 9898 8600,(02) 9898 1877,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
WHA,15/3/17,"Food, Beverage & Tobacco",No,http://www.wattlehealth.com.au,"17/71 Victoria Crescent, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 8399 9419,03 8692 8676,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
WPR,3/8/16,Real Estate,No,https://waypointreit.com.au/investors/,"Level 16, 720 Bourke St, DOCKLANDS, VIC, AUSTRALIA, 3008",03 8823 4444,03 8823 4800,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
WQG,23/6/17,Not Applic,No,https://contango.com.au/funds/wqg/,"Level 6, 10 Spring Street, SYNDEY, NSW, AUSTRALIA, 2000",1300 001 750,02 9048 7889,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
WEH,1/5/17,Not Applic,No,,"Westfield Corporation, SYDNEY, NSW, AUSTRALIA, 2000",02 9358 7707,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
WEF,9/10/14,Not Applic,No,http://www.westfieldcorp.com,"2049 Century Park East, 41st Floor, LOS ANGELES, CA, UNITED STATES OF AMERICA, 90067",02 9273 2000,02 9357 7131,,,,,,,,,,,,
WCG,14/12/99,Software & Services,No,http://www.arqgroup.com.au,"Level 23, 680 George St, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9215 6111,(02) 8079 0746,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
WEB,19/11/97,Retailing,No,http://www.webjetlimited.com,"Level 2, 509 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",03 9828 9500,03 9820 9258,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
WBT,21/12/10,Technology Hardware & Equipment,No,http://www.weebit-nano.com,"Level 7, 330 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8689 9997,03 9602 4709,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
WLD,10/12/15,"Food, Beverage & Tobacco",No,http://www.wellard.com.au,"1A PAKENHAM STREET, FREMANTLE, WA, AUSTRALIA, 6160",+61 8 9432 2800,+61 8 9432 2880,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
WNB,14/1/16,Consumer Services,No,http://www.wnbltd.com.au,"88 Herald Street, CHELTENHAM, VIC, AUSTRALIA, 3192",+61 3 9532 2639,+61 3 9077 9233,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
WES,15/11/84,Retailing,No,http://www.wesfarmers.com.au,"Level 14, Brookfield Place Tower 2, 123 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",(08) 9327 4211,(08) 9327 4216,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
WAF,11/6/10,Materials,No,http://www.westafricanresources.com,"Level 1, 1 Alvan Street, SUBIACO, WA, AUSTRALIA, 6008",(08) 9481 7344,(08) 9481 7355,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
WWI,19/12/07,Materials,No,http://www.westwitsmining.com,"Level 3, 62 Lygon Street, CARLTON, VIC, AUSTRALIA, 3053",61 3 8692 9049,61 3 8692 9040,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
WSA,28/7/00,Materials,No,http://www.westernareas.com.au/,"Level 2, 2 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9334 7777,(08) 9486 7866,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
WEN,13/4/17,Not Applic,No,,"Westfield Corporation, SYDNEY, NSW, AUSTRALIA, 2001",02 9358 7707,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
WGX,6/12/16,Materials,No,http://www.westgold.com.au,"Level 6, 197 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",08 9462 3400,08 9462 3499,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
WIC,16/9/09,Not Applic,No,http://www.westoz.com.au,"Level 18, Alluvion, 58 Mounts Bay Road, PERTH, WA, AUSTRALIA, 6000",(08) 9321 7877,(08) 9321 8288,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
WBC,18/7/70,Banks,No,http://www.westpac.com.au,"C/- Group Secretariat, Level 18, 275 Kent Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9155 7713,+61 2 8253 1215,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
WSI,7/6/06,Materials,No,http://www.weststarindustrial.com.au,"Suite 1, 437 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9419 6200,+61 8 9419 2986,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
WSP,19/6/19,Software & Services,No,http://www.whispir.com,"Part L15, 360 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",1300 944 774,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Computershare Investor Services Pty Ltd, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",1300 171 785,,,,,,,,,,
WCN,14/12/07,Materials,No,http://www.wcminerals.com.au,"Suite 2, Level 1, 47 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9321 2233,+61 8 9324 2977,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
WEC,23/7/99,Energy,No,http://www.whiteenergyco.com,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",+617 3229 9035,+617 3229 8995,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
WRM,8/10/10,Materials,No,http://www.whiterockminerals.com.au,"12 Anderson Street West, BALLARAT, VIC, AUSTRALIA, 3350",(03) 5331 4644,(03) 5330 5890,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
WBE,10/3/04,Energy,No,http://www.whitebarkenergy.com,"Level 2, 6 Thelma Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6555 6000,(08) 6555 6099,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
WHF,2/8/71,Not Applic,No,http://www.whitefield.com.au,"Suite 16.01, Level 16, 68 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",61282157900,61282157901,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
WHC,1/6/07,Energy,No,http://www.whitehavencoal.com.au,"Level 28, 259 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8507 9700,(02) 8507 9701,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
WHK,24/1/18,Retailing,No,https://www.whitehawk.com,"Level 28, 140 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",08 63114636,-,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
WOA,6/7/18,"Food, Beverage & Tobacco",No,http://www.wideopenagriculture.com.au/,"Suite 116, 1 Kyle Way, CLAREMONT, WA, AUSTRALIA, 6010",08 6161 7412,-,"LINK MARKET SERVICES LIMITED
                    Level 12 QV1 Building, 250 St Georges Terrace Perth, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
WMX,28/9/06,Materials,No,http://www.blackhamresources.com.au,"Level 3, 1 Altona St, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9322 6418,+61 8 9322 6398,"LINK MARKET SERVICES LIMITED
                    Level 12 QV1 Building, 250 St Georges Terrace Perth, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
WEL,23/9/14,Energy,No,http://www.winchesterenergyltd.com,"Level 3, 18 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",1300 133 921,08 6298 6191,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
WNR,31/1/90,"Food, Beverage & Tobacco",No,https://www.wingaraag.com.au,"Suite 11, 13-25 Church Street, HAWTHORN, VIC, AUSTRALIA, 3122",+613 9853 9631,+61 3 9012 4404,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
WTC,11/4/16,Software & Services,No,http://www.wisetechglobal.com,"3A/72 ORiordan Street, ALEXANDRIA, NSW, AUSTRALIA, 2015",(02) 8001 2200,-,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
WWG,31/10/18,Transportation,No,http://www.wiseway.com.au/,"39-43 Warren Avenue, BANKSTOWN, NSW, AUSTRALIA, 2200",02 9790 7888,-,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
WZR,16/3/89,Diversified Financials,No,http://www.wisr.com.au,"Suite 33, Level 8, 58 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8379 4008,(02) 8076 3341,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
WLF,15/2/07,Materials,No,http://www.wolfminerals.com.au/,"Unit 202, 37 Barrack Street, PERTH, WA, AUSTRALIA, 6000",+61 2 8021 6700,+61 2 8068 6911,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
WLC,10/7/07,Materials,No,http://www.wollongongcoal.com.au,"Lot 31, 7 Princes Highway, CORRIMAL, NSW, AUSTRALIA, 2518",(02) 4223 6836,(02) 4283 7449,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
WPL,18/11/71,Energy,No,http://www.woodside.com.au/,"Mia Yellagonga, 11 Mount Street, PERTH, WA, AUSTRALIA, 6000",(08) 9348 4000,(08) 9348 4990,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
WOW,12/7/93,Food & Staples Retailing,No,http://www.woolworthsgroup.com.au,"1 Woolworths Way, BELLA VISTA, NSW, AUSTRALIA, 2153",(02) 8885 0000,(02) 8885 0001,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
WML,15/9/05,Materials,No,http://www.woomex.com.au,"Level 4, 22 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",+61 4 14 169 465,+61 4 14 169 465,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
WOR,28/11/02,Energy,No,http://www.worley.com,"Level 15, 141 Walker Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",61 2 8923 6866,61 2 8923 6877,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
WPP,14/1/94,Media & Entertainment,No,http://www.wppaunz.com,"Level 4, 1 Kent Street, MILLERS POINT, NSW, AUSTRALIA, 2000",(02) 9373 6333,(02) 9373 6398,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
WTL,9/3/15,Diversified Financials,No,http://www.wealthtoday.com.au,"Level 11, 95 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9248 0422,(02) 92480422,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
XAM,21/12/10,Materials,No,http://www.xanadumines.com,"c/o Company Matters Pty Limited, Level 12, 680 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9547 4300,(02) 9287 0350,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
XTC,15/8/07,Materials,No,http://www.xantippe.com.au,"Suite 2, Level 2, 20 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",08 6143 1840,08 9321 4692,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
XCD,16/8/04,Energy,No,https://xcdenergy.com/,"Level 1, 35 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9381 4975,08 9381 4975,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
XRO,8/11/12,Software & Services,No,http://www.xero.com,"19-23 Taranaki Street, Te Aro, ., WELLINGTON, ., NEW ZEALAND, 6011",(03) 9981 0408,TBA,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
