issuer_code,listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,registry_id
TNF,2013-7-26,Not Applic,No,,"AB Management Pty Ltd, Level 8, 80 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8220 7849,-,34
TNH,2014-3-21,Not Applic,No,http://www.bendigoadelaide.com.au,"AB Management Pty Ltd, Level 8, 80 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8220 7849,-,34
TOZ,2015-1-12,Not Applic,No,http://.,"AB Management Pty Ltd, Level 8, 80 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",.,-,34
TNJ,2015-7-21,Not Applic,No,,"., ., ., AUSTRALIA, .",.,-,34
TTZ,2016-9-20,Not Applic,No,,,-,-,34
TTB,2001-8-28,Health Care Equipment & Services,No,http://www.brainresource.com/,"15 Belvoir Street, SURRY HILLS, NSW, AUSTRALIA, 2010",(02) 9213 6666,(02) 9211 2710,8
TWR,1999-9-28,Insurance,Yes,http://www.tower.co.nz,"Level 14, TOWER Centre, 45 Queen Street, AUCKLAND, ., NEW ZEALAND, 1010",+64 9 369 2000,+64 9 369 2160,20
TPC,2007-7-16,Utilities,No,http://www.tpc.com.au,"Suite 11.03, Level 11, 201 Kent Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9009 6888,02 8448 2222,17
TPG,2020-6-30,Telecommunication Services,No,http://www.tpgtelecom.com.au,"Level 1, 177 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",+612 9964 4646,-,17
TTI,1998-2-17,Transportation,No,http://www.trafficltd.com.au,"31 Brisbane Street, ELTHAM, VIC, AUSTRALIA, 3095",(03) 9430 0222,(03) 9430 0244,19
TKL,2003-11-20,Materials,No,http://www.trakaresources.com.au/,"Suite 2, Ground floor, 43 Ventnor Ave, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9322 1655,(08) 9322 9144,16
TTL,2003-3-21,Software & Services,No,http://www.tt-limited.com,"Suite 2, Level 1, 1 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6559 1792,08 9481 4950,3
TCO,1987-9-17,Consumer Services,No,http://www.metrohotels.com.au,"Suite 53, Level 3, 330 Wattle Street, Ultimo, Sydney, NSW, AUSTRALIA, 2007",(02) 82173333,(02) 82173300,17
TCL,1996-3-14,Transportation,No,http://www.transurban.com.au/,"Level 31, Tower 5, Collins Square, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",+61 3 8656 8900,+61 3 8656 8585,19
XVG,1987-1-12,Not Applic,No,http://www.tcv.vic.gov.au,"Level 12, 1 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9651 4800,(03) 9651 4880,19
TWE,2011-5-10,"Food, Beverage & Tobacco",No,http://www.tweglobal.com,"Level 8, 161 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8533 3000,(03) 9654 7254,19
TKM,2007-7-5,Materials,No,http://www.trekmetals.com.au,"130 Stirling Highway, NORTH FREMANTLE, WA, AUSTRALIA, 6159",(08) 62150090,862150091,16
TEG,2006-1-6,Energy,No,http://www.triangleenergy.com.au,"Suite 2, Ground Floor, 100 Havelock St, WEST PERTH, WA, AUSTRALIA, 6005",08 9219 7111,08 9385 5184,39
TGF,2018-10-12,Not Applic,No,http://www.tribecaip.com/lic/,"Level 23, 1 O'Connell Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9640 2600,02 9640 2640,8
TBR,1989-5-4,Materials,No,http://www.tribune.com.au,"Suite G1, 49 Melville Parade, SOUTH PERTH, WA, AUSTRALIA, 6151",(08) 9474 2113,(08) 9367 9386,1
TMG,2019-10-3,Materials,No,http://www.triggmining.com.au,"Level 1, Office E, 1139 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6114 5685,+61 8 9321 0721,3
TGO,2018-3-16,Software & Services,No,http://www.growthops.com.au,"Level 11, 31 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9243 8145,-,19
TNP,2005-12-14,Energy,No,http://www.tripleenergy.net,"Unit 24, 589 Stirling HIghway, COTTESLOE, WA, AUSTRALIA, 6011",+61 8 9382 2322,+61 8 6314 1557,3
TON,2009-8-14,Materials,No,http://www.tritonminerals.com,"Level 1, 34 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6381 9050,+61 8 6381 9050,16
TT9,2018-12-18,Not Applic,No,,"Level 8, 77 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9273 8115,-,2
TT1,2019-10-22,Not Applic,No,,"Columbus Capital Pty Limited, Level 8 77 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9273 8115,-,33
TT7,2018-1-22,Not Applic,No,,"tba, ., ., AUSTRALIA, NSW",tba,-,33
TT3,2020-4-15,Not Applic,No,,"., ., ., AUSTRALIA, .",02 9273 8115,-,33
TRY,1987-3-5,Materials,No,http://www.troyres.com.au,"Level 2, 5 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9481 1277,08 9226 3598,16
TRM,2007-4-18,Materials,No,http://www.truscottmining.com.au,"Unit 1, 1 Ewen Street, SCARBOROUGH, WA, AUSTRALIA, 6019",(08) 9389 7088,(08) 9245 1088,3
TTA,2006-2-16,Retailing,No,http://www.teac.com.au,"75 Northgate Drive, THOMASTOWN, VIC, AUSTRALIA, 3074",(03) 9280 2333,(03) 9280 2399,19
TUA,2020-6-30,Telecommunication Services,No,https://www.tuas.com.au/,"C/ Level 12,, 680 George Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9850 0800,-,14
2BE,2019-6-14,Energy,No,http://www.tubigroup.com,"2 Hopetoun Street, PADDINGTON, NSW, AUSTRALIA, 2021",(02) 9331 8725,-,8
TGN,2012-12-17,Materials,No,http://www.tungstenmining.com,"Level 4, 46 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9486 8492,+61 8 6117 4039,3
TRA,2017-7-28,Retailing,Yes,http://www.turnerslimited.co.nz,"Level 8, 34 Shortland Street, AUSTRALIA,",+64 9 308 4950,-,11
TV2,2007-6-7,Software & Services,No,http://www.tv2u.com,"c/- Beyond Integers Pty Ltd, 91 High Street, FREMANTLE, WA, AUSTRALIA, 6160",(08) 9430 6333,(08) 9430 6222,3
TSC,2006-10-18,Energy,No,http://www.twentysevenco.com.au,"Ground Floor, 28 Greenhill Road, WAYVILLE, SA, AUSTRALIA, 5034",08 8274 2127,08 8132 0766,18
TYM,2018-12-13,Software & Services,No,https://www.tymlez.com,"C/- Moray & Agnew Lawyers, Level 6, 505 Little Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8395 5446,03 8678 1747,4
TYX,2007-7-11,Materials,No,http://www.tyrannaresources.com,"Level 26, 140 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",08 9485 1040,08 9485 1050,1
TYR,2019-12-6,Software & Services,No,https://www.tyro.com/,"Level 1, 155 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8907 1700,(02) 8907 1700,23
TZL,1987-1-22,Technology Hardware & Equipment,No,http://www.tz.net,"Level 11, 1 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9222 8890,(02) 8208 9937,19
UCW,2004-6-25,Consumer Services,No,http://www.ucwlimited.com.au,"Level 1, 333 Kent St, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9112 4540,(02) 8078 0212,4
UUL,2007-6-1,Real Estate,No,http://www.ultimaunited.com.au/,"Suite 14, 11 Preston Street, COMO, WA, AUSTRALIA, 6152",(08) 6436 1888,(08) 9367 3311,1
UTR,2011-5-17,Capital Goods,No,http://www.ultra-charge.net,"Suite 103, Level 1, 2 Queen Street, MELBOUNR, VIC, AUSTRALIA, 3000",+61 3 8395 5446,+61 3 8678 1747,3
URW,2018-5-31,Real Estate,Yes,http://www.unibail-rodamco.com,"c/-Allens Corporate Services Pty Ltd,, Level 4, Deutsche Bank Place,, 126 Phillip Street,, SYDNEY, NSW, AUSTRALIA, 2000",+33 01 53 43 74 37,-,17
UMG,2020-3-24,"Food, Beverage & Tobacco",No,http://www.unitedmalt.com,"Level 28, 175 Liverpool Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9325 9100,-,23
UNL,2017-1-12,Telecommunication Services,No,http://www.unitednetworks.net.au/investors,"Suite 201, Level 2, 100 William Street, WOOLLOOMOOLOO, NSW, AUSTRALIA, 2011",02 9003 9573,-,1
UOS,1988-2-17,Real Estate,No,,"Suite B1, 661 Newcastle Street, LEEDERVILLE, WA, AUSTRALIA, 6007",(08) 9217 9800,(08) 9217 9899,1
UWL,2019-2-13,Telecommunication Services,No,http://unitiwireless.com,"Level 1, 44 Currie Street, ADELAIDE, SA, AUSTRALIA, 5000",1300 847 201,08 8180 1890,8
UBI,2006-12-13,Health Care Equipment & Services,No,http://www.universalbiosensors.com,"1 Corporate Avenue, ROWVILLE, VIC, AUSTRALIA, 3178",(03) 9213 9000,(03) 9213 9099,8
UBN,2014-9-22,Software & Services,No,http://urbanise.com,"Suite 3, Level 1, 201 Miller St, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 550 515,-,8
URF,2012-7-23,Real Estate,No,http://www.usmastersresidential.com.au,"Suite 1502, Level 15, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 454 801,1300 457 349,8
UCM,2003-12-10,Health Care Equipment & Services,No,http://www.uscom.com.au,"Level 8, 66 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 4144,(02) 9247 8157,8
UUV,2017-4-28,Capital Goods,No,http://www.aquabotix.com,"Suite 5 CPC, 145 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",-,-,22
VMX,2005-1-13,Energy,No,http://www.valmec.com.au,"17 Ballantyne Road, KEWDALE, WA, AUSTRALIA, 6105",(08) 9266 8888,(08) 9493 2787,4
VAL,1997-8-29,Materials,No,http://www.valorresources.com.au,"22 Lindsay Street, PERTH, WA, AUSTRALIA, 6000",(08) 9200 3467,(08) 9227 6390,3
VR8,2017-11-3,Materials,No,http://www.tandoresources.com.au,"Suite 2, Level 1, 1 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6559 1792,894814950,3
VAN,2005-3-8,Materials,No,http://www.vangomining.com,"Suite 3542, Level 35, Tower 1, Barangaroo International Towers, 100 Barangaroo Avenue, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8114 4553,(02) 8046 6813,8
VAR,1987-8-20,Materials,No,https://www.variscan.com.au/,"Suite 8, 7 The Esplanade, MOUNT PLEASANT, WA, AUSTRALIA, 6153",(08) 9316 9100,(08) 9315 5475,8
VLT,2011-4-7,Software & Services,No,http://www.vaultintel.com,"Suite 5, Level 1, 12-20 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9388 6020,+61 8 9388 0097,25
VMG,2006-2-15,Capital Goods,No,http://www.vdmgroup.com.au,"Level 1, Fortescue Centre, 30 Terrace Road, EAST PERTH, WA, AUSTRALIA, 6004",+61 8 9265 1100,+61 8 9265 1199,16
VR1,2017-3-17,Software & Services,No,http://vection.com.au,"C/- Regency Partners, Suite 1, 437 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",863802555,893811122,3
VEC,2007-12-17,Materials,No,http://www.vectorres.com.au,"Suite 18, 83 Mill Point Road, SOUTH PERTH, WA, AUSTRALIA, 6151",+61 8 6268 2622,+61 8 9381 9888,25
VBS,2016-2-23,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.vectusbiosystems.com.au,"3-11 Primrose Avenue, ROSEBERY, NSW, AUSTRALIA, 2018",(02) 9662 4144,(02) 9697 0933,8
VEE,2016-10-26,Capital Goods,No,http://www.veem.com.au,"22 Baile Road, CANNING VALE, WA, AUSTRALIA, 6155",08 9455 9355,-,16
VP7,2017-2-7,Real Estate,No,http://www.velocitypropertygroup.com.au,"Unit 9, 462 Hawthorne Road, BULIMBA, QLD, AUSTRALIA, 4171",1300 887 623,-,24
VMS,2006-9-22,Materials,No,http://www.ventureminerals.com.au/,"Level 3, 24 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6279 9428,+61 8 6500 9986,3
VXR,2007-4-27,Materials,No,http://www.venturexresources.com,"Level 2, 91 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6389 7400,+61 8 9463 7836,22
VMC,2007-6-12,Materials,No,http://www.venusmetals.com.au,"Mezzanine Level, BGC Centre, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",(08) 9321 7541,(08) 9486 9587,3
VRS,2008-6-25,Commercial & Professional Services,No,http://www.veris.com.au,"Level 12, 3 Hasler Road, OSBORNE PARK, WA, AUSTRALIA, 6017",+61 8 9317 0600,+61 8 9317 0600,16
VT1,2020-7-8,Not Applic,No,http://www.columbuscapital.com.au,"Columbus Capital Pty Limited, Level 8,77 Castlereagh Street, SYDNEY, 200, AUSTRALIA, NSW",+61 2 9273 8115,-,2
VG8,2019-11-13,Not Applic,No,http://www.vgipartners.com/lics/vg8,"39 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9237 8980,02 9237 8980,8
VG1,2017-9-28,Not Applic,No,http://www.vgipartners.com/lics/vg1,"39 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 571 917,02 9237 8980,8
VGI,2019-6-21,Diversified Financials,No,http://www.vgipartners.com,"39 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 571 917,02 9237 8980,8
VIA,1996-2-7,Materials,No,,"Av. Xian Xing Hai, Ed. Golden Dragon Centre, AUSTRALIA,",(03) 9662 4049,(03) 9662 4933,19
VCX,2011-12-5,Real Estate,No,http://www.vicinity.com.au,"Level 4, Chadstone Tower One, 1341 Dandenong Road, CHADSTONE, VIC, AUSTRALIA, 3148",+61 3 7001 4000,+61 3 7001 4001,27
VCD,2016-4-8,Not Applic,No,http://vicinity.com.au/,"Level 4, Chadstone Tower One, 1341 Dandenong Road, CHADSTONE, VIC, AUSTRALIA, 3148",+61 3 7001 4000,+61 3 7001 4001,6
VIG,2014-5-9,Software & Services,No,http://www.sinovictor.com,"Level 26, 1 Bligh Street, SYDNEY, NSW, AUSTRALIA, 2000",61282268786,61282268899,8
VIC,2012-10-9,Materials,No,http://www.victorymines.com,"Level 11, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",+61 8 6424 9299,-,3
VOL,2019-6-14,Real Estate,No,http://victoryofficeslimited.com,"Level 2, Victory Tower, 416-420 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8687 2111,(03) 8687 2199,23
VII,1995-9-18,Materials,No,http://www.vii.net.au,"Acumen Wealth Management, Unit B8, Level 1, 431 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",0400 207 056,(08) 9388 8684,3
VKA,2010-5-12,Materials,No,http://www.vikingmines.com,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8072 1400,(02) 8072 1440,3
VRL,1987-2-26,Media & Entertainment,No,http://www.villageroadshow.com.au/,"Level 1, 500 Chapel Street, SOUTH YARRA, VIC, AUSTRALIA, 3141",(03) 9281 1000,(03) 9653 1963,19
VMY,2008-5-23,Energy,No,http://www.vimyresources.com.au,"First Floor, 1209 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9389 2700,(08) 9389 2722,16
VEN,2018-9-17,Energy,No,http://www.vintageenergy.com.au/,"58 King William Road, GOODWOOD, SA, AUSTRALIA, 5034",08 7477 7680,-,4
VIP,1997-2-5,Health Care Equipment & Services,No,https://www.vipglove.com.my/,"Level 2, 470 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 9867 7199,03 9867 8587,8
VAH,2003-12-8,Transportation,No,http://www.virginaustralia.com,"56 Edmondstone Road, BOWEN HILLS, QLD, AUSTRALIA, 4006",(07) 3295 3000,(07) 3295 3996,15
VUK,2016-2-3,Banks,Yes,https://www.cybg.com,"Level 61, Governor Phillip Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",0044 141 232 4763,-,19
VRT,2013-6-11,Health Care Equipment & Services,No,http://virtushealth.com.au,"Level 3, 176 Pacific Highway, GREENWICH, NSW, AUSTRALIA, 2065",(02) 9425 1722,(02) 9425 1633,23
VTI,2017-3-28,Health Care Equipment & Services,No,http://www.vtivision.com,"Suite 200, 10745 Westside Way, ALPHARETTA, GA, UNITED STATES OF AMERICA, 30009",+1 844 884 5367,-,19
VGL,2014-8-11,Software & Services,Yes,http://www.vistagroup.co.nz,"Level 3, 60 Khyber Pass Road, ., NEWTON, ., NEW ZEALAND, 1023",+64 9984 4570,NA,23
VTG,2005-11-2,Retailing,No,http://www.vitagroup.com.au,"Level 3, Vita Place, 77 Hudson Road, ALBION, QLD, AUSTRALIA, 4010",(07) 3868 6000,(07) 3630 0670,15
VLS,2007-8-23,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.vitalifesciences.com,"Unit 1, 102 Bath Road, KIRRAWEE, NSW, AUSTRALIA, 2232",61 2 95452633,61 2 95451311,31
VML,2005-10-11,Materials,No,http://www.vitalmetals.com.au/,"Suite 6, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9436 9644,+61 8 6166 0261,3
VTH,2018-8-1,Real Estate,No,http://www.vitalharvest.com.au,"Level 18,, 123 Pitt Street,, SYDNEY, NSW, AUSTRALIA, 2000",1300 117 902,-,19
VEA,2018-7-13,Energy,No,http://www.vivaenergy.com.au/,"Level 16, 720 Bourke Street, DOCKLANDS, VIC, AUSTRALIA, 3008",03 8823 4444,-,27
VVA,2019-6-7,Consumer Services,No,https://www.vivaleisure.com.au,"OF, Unit 7 Level 1, 141 Flemington Road, MITCHELL, ACT, AUSTRALIA, 2911",(02) 6163 8011,(02) 6163 4088,23
VIV,2008-2-4,Capital Goods,No,http://www.vividtechnology.com.au,"Level 2E, 53 Victoria Harbour Promenade, DOCKLANDS, VIC, AUSTRALIA, 3008",61 3 8625 0500,61 3 9629 1624,19
VMT,2002-1-31,Automobiles & Components,No,http://www.vmoto.com,"Suite 5, 62 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9226 3865,+61 8 9322 5230,16
VOC,1999-6-10,Telecommunication Services,No,http://www.vocusgroup.com.au,"Level 10, 452 Flinders St, MELBOURNE, VIC, AUSTRALIA, 3000",03 9923 3000,03 9674 6599,17
VPG,2018-3-22,Not Applic,No,,"., ., ., ., ., AUSTRALIA, .",TBA,-,2
VHT,2016-4-27,Health Care Equipment & Services,No,http://volparasolutions.com,"Level 14-15, 40 Mercer Street, Wellington City, WELLINGTON, ., NEW ZEALAND, 6011",00 64 24 499 6029,00 64 24 499 6029,8
VPR,1991-4-18,Utilities,No,http://www.voltpower.com.au,"Unit B9, 431 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",(08) 9437 4966,(08) 9430 7522,25
VRC,2003-12-19,Materials,No,http://www.voltresources.com,"Level 25, Suite 10, 108 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9486 7788,+61 8 9262 3723,1
VN8,2018-6-13,Telecommunication Services,No,http://www.vonex.com.au/,"Level 8, 99 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",08 9486 4036,08 9486 4799,16
VOR,2001-8-8,Software & Services,No,http://www.tsnltd.com.au,"Unit 8-9, 88 Forrest Street, COTTESLOE, WA, AUSTRALIA, 6011",08 9259 1592,08 9463 1426,1
VPC,2011-7-28,Not Applic,No,http://www.vpcllimited.com.au,"Unit 36, 38 Manchester Lane, MELBOURNE, VIC, AUSTRALIA, 3000",07 5448 7088,08 6166 0261,24
VRX,2011-2-24,Materials,No,http://www.vrxsilica.com.au,"Level 1, 6 Thelma Street, PO Box 1925, WEST PERTH   WA 6872, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9226 3780,(08) 9226 3764,16
VUL,2018-5-30,Materials,No,http://www.v-er.com/,"Level 11, Brookfield Place, 125 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",08 6189 8767,-,3
VYS,2007-12-14,Materials,No,https://www.vysarn.com.au/,"108 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9486 7244,(08) 9463 6373,4
WGN,2017-12-8,Materials,No,http://www.wagner.com.au,"11 Ballera Court, 1511 Toowoomba Cecil Plains Road, WELLCAMP, QLD, AUSTRALIA, 4350",(07) 4637 7777,-,15
WKT,2006-11-7,Materials,No,http://www.wkt.com.au,"Level 3, 681 Murray Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6298 7500,+61 8 6298 7501,
WAA,2008-1-11,Not Applic,No,http://www.wamfunds.com.au/,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 6755,(02) 9247 6855,8
WAM,1999-8-12,Not Applic,No,http://www.wamfunds.com.au/,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 6755,(02) 9247 6855,8
WGB,2018-6-22,Not Applic,No,http://www.wilsonassetmanagement.com.au,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9247 6755,-,8
WLE,2016-5-30,Not Applic,No,http://www.wamfunds.com.au,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 6755,-,8
WMI,2017-6-28,Not Applic,No,http://www.wilsonassetmanagement.com.au/lic/wam-microcap,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 6755,-,8
WAX,2003-8-19,Not Applic,No,http://www.wamfunds.com.au/,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9247 6755,02 9247 6855,8
WJA,2000-9-8,Software & Services,No,http://www.wameja.com,"C/o Simpsons Solicitors, Level 2, Pier 8/9, 23 Hickson Road, MILLERS POINT, NSW, AUSTRALIA, 2000",+61 2 8014 5060,+61 2 8014 5060,17
WGO,2007-12-12,Energy,No,https://www.warregoenergy.com/,"Level 6, 10 Bridge Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9254 9000,02 9037 2249,8
SOL,1962-7-31,Energy,No,http://www.whsp.com.au/,"Level 14, 151 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9210 7070,(02) 9210 7077,1
WAT,1989-3-23,Consumer Durables & Apparel,No,http://www.waterco.com,"36 South Street, RYDALMERE, NSW, AUSTRALIA, 2116",(02) 9898 8600,(02) 9898 1877,17
WHA,2017-3-15,"Food, Beverage & Tobacco",No,http://www.wattlehealth.com.au,"17/71 Victoria Crescent, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 8399 9419,03 8692 8676,19
WPR,2016-8-3,Real Estate,No,https://waypointreit.com.au/investors/,"Level 16, 720 Bourke St, DOCKLANDS, VIC, AUSTRALIA, 3008",03 8823 4444,03 8823 4800,23
WQG,2017-6-23,Not Applic,No,https://contango.com.au/funds/wqg/,"Level 6, 10 Spring Street, SYNDEY, NSW, AUSTRALIA, 2000",1300 001 750,02 9048 7889,23
WEH,2017-5-1,Not Applic,No,,"Westfield Corporation, SYDNEY, NSW, AUSTRALIA, 2000",02 9358 7707,-,17
WEF,2014-10-9,Not Applic,No,http://www.westfieldcorp.com,"2049 Century Park East, 41st Floor, LOS ANGELES, CA, UNITED STATES OF AMERICA, 90067",02 9273 2000,02 9357 7131,
WCG,1999-12-14,Software & Services,No,http://www.arqgroup.com.au,"Level 23, 680 George St, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9215 6111,(02) 8079 0746,27
WEB,1997-11-19,Retailing,No,http://www.webjetlimited.com,"Level 2, 509 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",03 9828 9500,03 9820 9258,18
WBT,2010-12-21,Technology Hardware & Equipment,No,http://www.weebit-nano.com,"Level 7, 330 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8689 9997,03 9602 4709,19
WLD,2015-12-10,"Food, Beverage & Tobacco",No,http://www.wellard.com.au,"1A PAKENHAM STREET, FREMANTLE, WA, AUSTRALIA, 6160",+61 8 9432 2800,+61 8 9432 2880,23
WNB,2016-1-14,Consumer Services,No,http://www.wnbltd.com.au,"88 Herald Street, CHELTENHAM, VIC, AUSTRALIA, 3192",+61 3 9532 2639,+61 3 9077 9233,19
WES,1984-11-15,Retailing,No,http://www.wesfarmers.com.au,"Level 14, Brookfield Place Tower 2, 123 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",(08) 9327 4211,(08) 9327 4216,16
WAF,2010-6-11,Materials,No,http://www.westafricanresources.com,"Level 1, 1 Alvan Street, SUBIACO, WA, AUSTRALIA, 6008",(08) 9481 7344,(08) 9481 7355,16
WWI,2007-12-19,Materials,No,http://www.westwitsmining.com,"Level 3, 62 Lygon Street, CARLTON, VIC, AUSTRALIA, 3053",61 3 8692 9049,61 3 8692 9040,4
WSA,2000-7-28,Materials,No,http://www.westernareas.com.au/,"Level 2, 2 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9334 7777,(08) 9486 7866,16
WEN,2017-4-13,Not Applic,No,,"Westfield Corporation, SYDNEY, NSW, AUSTRALIA, 2001",02 9358 7707,-,17
WGX,2016-12-6,Materials,No,http://www.westgold.com.au,"Level 6, 197 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",08 9462 3400,08 9462 3499,16
WIC,2009-9-16,Not Applic,No,http://www.westoz.com.au,"Level 18, Alluvion, 58 Mounts Bay Road, PERTH, WA, AUSTRALIA, 6000",(08) 9321 7877,(08) 9321 8288,16
WBC,1970-7-18,Banks,No,http://www.westpac.com.au,"C/- Group Secretariat, Level 18, 275 Kent Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9155 7713,+61 2 8253 1215,23
WSI,2006-6-7,Materials,No,http://www.weststarindustrial.com.au,"Suite 1, 437 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9419 6200,+61 8 9419 2986,3
WSP,2019-6-19,Software & Services,No,http://www.whispir.com,"Part L15, 360 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",1300 944 774,-,14
WCN,2007-12-14,Materials,No,http://www.wcminerals.com.au,"Suite 2, Level 1, 47 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9321 2233,+61 8 9324 2977,16
WEC,1999-7-23,Energy,No,http://www.whiteenergyco.com,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",+617 3229 9035,+617 3229 8995,19
